,id,name,state_id,id,name,country_id,id,sortname,name,phonecode
52,18368,Buchen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
53,18369,Buchenbach,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
54,18370,Buhl,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
55,18371,Burgstetten,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
56,18372,Burladingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
57,18373,Calw,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
58,18374,Crailsheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
59,18375,Denkendorf,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
60,18376,Denzlingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
61,18377,Dettingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
62,18378,Dietenheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
63,18379,Ditzingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
64,18380,Donaueschingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
65,18381,Donzdorf,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
66,18382,Dornhan,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
67,18383,Dornstadt,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
68,18384,Dornstetten,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
69,18385,Dossenheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
70,18386,Durbheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
71,18387,Durmersheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
72,18388,Eberbach,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
73,18389,Ebersbach,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
74,18390,Edingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
75,18391,Edingen-Neckarhausen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
76,18392,Eggenstein-Leopoldshafen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
77,18393,Ehingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
78,18394,Eislingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
79,18395,Ellhofen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
80,18396,Ellwangen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
81,18397,Emmendingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
82,18398,Emmingen-Liptingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
83,18399,Engen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
84,18400,Eningen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
85,18401,Eppelheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
86,18402,Eppingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
87,18403,Erbach,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
88,18404,Eriskirch,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
89,18405,Eschach,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
90,18406,Esslingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
91,18407,Ettenheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
92,18408,Ettlingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
93,18409,Fellbach,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
94,18410,Filderstadt,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
95,18411,Freiberg,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
96,18412,Freiburg,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
97,18413,Freudenstadt,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
98,18414,Frickenhausen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
99,18415,Fridingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
100,18416,Friedrichshafen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
101,18417,Friesenheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
102,18418,Frittlingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
103,18419,Furtwangen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
104,18420,Gaggenau,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
105,18421,Gaildorf,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
106,18422,Gartringen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
107,18423,Gaufelden,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
108,18424,Geislingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
109,18425,Gengenbach,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
110,18426,Gerlingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
111,18427,Gernsbach,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
112,18428,Gerstetten,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
113,18429,Giengen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
114,18430,Goppingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
115,18431,Gottmadingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
116,18432,Graben-Neudorf,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
117,18433,Grafenberg,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
118,18434,Grafenhausen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
119,18435,Grenzach-Wyhlen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
120,18436,GroBbettlingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
121,18437,Grunkraut,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
122,18438,Gschwend,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
123,18439,Guglingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
124,18440,Gundelfingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
125,18441,Gutach,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
126,18442,Haigerloch,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
127,18443,Haiterbach,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
128,18444,Harmersabch,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
129,18445,Hausach,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
130,18446,Hechingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
131,18447,Heddesheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
132,18448,Heidelberg,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
133,18449,Heidenheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
134,18450,Heilbronn,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
135,18451,Hemsbach,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
136,18452,Herbrechtingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
137,18453,Herrenberg,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
138,18454,Heubach,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
139,18455,Hirschberg,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
140,18456,Hockenheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
141,18457,Holzgerlingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
142,18458,Horb,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
143,18459,Hufingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
144,18460,Huttlingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
145,18461,Isny,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
146,18462,Ispringen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
147,18463,Jungingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
148,18464,Karlsbad,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
149,18465,Karlsruhe,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
150,18466,Kehl,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
151,18467,Kernen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
152,18468,Ketsch,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
153,18469,Kieselbronn,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
154,18470,Kirchberg an der Jagst,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
155,18471,Kirchheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
156,18472,Kirchzarten,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
157,18473,Kisslegg,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
158,18474,Klettgau,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
159,18475,Kongen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
160,18476,Konigsbach-Stein,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
161,18477,Konigsbronn,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
162,18478,Konstanz,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
163,18479,Korb,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
164,18480,Korntal-Munchingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
165,18481,Kornwestheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
166,18482,Kraichtal,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
167,18483,Kressbronn an Bodensee,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
168,18484,Kronau,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
169,18485,Kuessaberg,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
170,18486,Kunzelsau,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
171,18487,Ladenburg,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
172,18488,Lahr,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
173,18489,Laichingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
174,18490,Langenau,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
175,18491,Lauda-Konigshofen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
176,18492,Lauffen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
177,18493,Laupheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
178,18494,Leimen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
179,18495,Leinfelden-Echterdingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
180,18496,Leingarten,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
181,18497,Lenningen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
182,18498,Lenzkirch,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
183,18499,Leonberg,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
184,18500,Leutenbach,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
185,18501,Leutkirch,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
186,18502,Lichtenstein,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
187,18503,Linkenheim-Hochstetten,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
188,18504,Lorch,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
189,18505,Lorrach,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
190,18506,Ludwigsburg,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
191,18507,Malsch,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
192,18508,Mannheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
193,18509,Marbach,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
194,18510,Markdorf,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
195,18511,Markgroningen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
196,18512,Maulburg,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
197,18513,MeBstetten,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
198,18514,Meckenbeuren,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
199,18515,Meckesheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
200,18516,Meersburg,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
201,18517,Mengen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
202,18518,Metzingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
203,18519,Mockmuhl,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
204,18520,Moglingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
205,18521,Monsheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
206,18522,Mosbach,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
207,18523,Mossingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
208,18524,Muhlacker,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
209,18525,Mullheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
210,18526,Munsingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
211,18527,Murrhardt,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
212,18528,Nagold,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
213,18529,Neckargemund,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
214,18530,Neckarsulm,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
215,18531,Neresheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
216,18532,Neuenburg,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
217,18533,Neuhausen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
218,18534,Niederstetten,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
219,18535,Niefern-Oschelbronn,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
220,18536,NuBloch,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
221,18537,Nurtingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
222,18538,Oberhausen-Rheinhausen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
223,18539,Oberkirch,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
224,18540,Oberndorf,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
225,18541,Oberstenfeld,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
226,18542,Obersulm,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
227,18543,Ochsenhausen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
228,18544,Offenburg,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
229,18545,Ofterdingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
230,18546,Oftersheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
231,18547,Oggelshausen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
232,18548,Ohringen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
233,18549,Olbronn-Durrn,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
234,18550,Oppenweiler,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
235,18551,Ostfildern,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
236,18552,Ostringen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
237,18553,Otisheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
238,18554,Pfalzgrafenweiler,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
239,18555,Pfinztal,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
240,18556,Pforzheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
241,18557,Pfullendorf,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
242,18558,Pfullingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
243,18559,Philippsburg,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
244,18560,Plankstadt,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
245,18561,Pleidelsheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
246,18562,Pliezhausen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
247,18563,Plochingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
248,18564,Pluderhausen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
249,18565,Radolfzell,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
250,18566,Rastatt,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
251,18567,Ravensburg,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
252,18568,Reilingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
253,18569,Remchingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
254,18570,Remseck,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
255,18571,Remshalden,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
256,18572,Renchen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
257,18573,Renningen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
258,18574,Reutlingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
259,18575,Rheinau,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
260,18576,Rheinfelden,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
261,18577,Rheinmunster,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
262,18578,Rheinstetten,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
263,18579,Riederich,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
264,18580,Riedlingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
265,18581,Rielasingen-Worblingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
266,18582,Rosenfeld,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
267,18583,Rottenburg,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
268,18584,Rottweil,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
269,18585,Rudersberg,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
270,18586,Rutesheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
271,18587,Sachsenheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
272,18588,Salem,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
273,18589,Sandhausen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
274,18590,Sankt Georgen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
275,18591,Sankt Leon-Rot,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
276,18592,Saulgau,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
277,18593,Scheer,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
278,18594,Schlierbach,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
279,18595,Schonaich,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
280,18596,Schopfheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
281,18597,Schorndorf,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
282,18598,Schramberg,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
283,18599,Schriesheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
284,18600,Schwabisch Gmund,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
285,18601,Schwabisch Hall,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
286,18602,Schwaigern,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
287,18603,Schwetzingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
288,18604,Schwieberdingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
289,18605,Seitingen-Oberflacht,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
290,18606,Sexau,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
291,18607,Sigmaringen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
292,18608,Sindelfingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
293,18609,Singen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
294,18610,Sinsheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
295,18611,Sinzheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
296,18612,Sonnenbuhl,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
297,18613,Sontheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
298,18614,Spaichingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
299,18615,Stegen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
300,18616,Steinen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
301,18617,Steinheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
302,18618,Steinmauern,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
303,18619,Stockach,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
304,18620,Straubenhardt,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
305,18621,Stutensee,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
306,18622,Stuttgart,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
307,18623,SuBen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
308,18624,Sulz,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
309,18625,Sulzfeld,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
310,18626,Tamm,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
311,18627,Tauberbischofsheim,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
312,18628,Teningen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
313,18629,Tettnang,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
314,18630,Titisee-Neustadt,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
315,18631,Trossingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
316,18632,Tubingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
317,18633,Tuningen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
318,18634,Tuttlingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
319,18635,Uberlingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
320,18636,Ubstadt-Weiher,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
321,18637,Uhingen,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
322,18638,Ulm,1355,1355,Baden-Wurttemberg,82,82,DE,Germany,49
